|n1|rel|n2
1325|is a protocol for automating the task of assigning IP addresses|opposed|is when a certain network element gets the same IP address all the time
1326|functions as both an adjective and a pronoun|Based_on|is a protocol for automating the task of assigning IP addresses
1327|same|Based_on|DHCP
1328|functions as both an adjective and a pronoun|Based_on|is when a certain network element gets the same IP address all the time
1329|same|Based_on|Static IP
1330|only functions as an adjective|Based_on|is a protocol for automating the task of assigning IP addresses
1331|similar|Based_on|DHCP
1332|only functions as an adjective|Based_on|is when a certain network element gets the same IP address all the time
1333|similar|Based_on|Static IP
1334|has a religious sanctity|defines|zakat
1335|is not like that|defines|tax
1336|policies on tax cuts are generally viewed to favor citizens with higher incomes|defines|Trump\\u2019s
